[Sep 18 10:24:48.361]  INFO app: Start server_ip=154.12.235.41
[Sep 18 10:28:49.840]  INFO app: Found valid sense activation ticket act-txid=019447e0d00fd14ce5ab1fc2c77df0923af796adc153df789bb2ecee2de345f1 height=291986 reg-txid=594cf6320590e6228eb78dd7eaffc73495808108556894553b127135228b26ef server_ip=154.12.235.41
[Sep 18 10:28:49.844]  INFO app: ticket already exists act-txid=019447e0d00fd14ce5ab1fc2c77df0923af796adc153df789bb2ecee2de345f1 reg-txid=594cf6320590e6228eb78dd7eaffc73495808108556894553b127135228b26ef server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:49.844]  INFO app: Found sense activation ticket height=292000 server_ip=154.12.235.41 txid=bacdef5c074130936df3e4e5a40576b3c5a967b5add40fbb4219a521b0d7a044
[Sep 18 10:28:49.846]  INFO app: Found valid sense activation ticket act-txid=bacdef5c074130936df3e4e5a40576b3c5a967b5add40fbb4219a521b0d7a044 height=292000 reg-txid=4aa72255efe38e09559dd307e104832320e6a6ef6fa520ec13a0fe0158e2e8ab server_ip=154.12.235.41
[Sep 18 10:28:49.850]  INFO app: ticket already exists act-txid=bacdef5c074130936df3e4e5a40576b3c5a967b5add40fbb4219a521b0d7a044 reg-txid=4aa72255efe38e09559dd307e104832320e6a6ef6fa520ec13a0fe0158e2e8ab server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:49.850]  INFO app: Found sense activation ticket height=292356 server_ip=154.12.235.41 txid=14c22bd7f12d5416ee66da5d2f1f9b4f611a29de870bda39152b2cd8276a7ad3
[Sep 18 10:28:49.852]  INFO app: Found valid sense activation ticket act-txid=14c22bd7f12d5416ee66da5d2f1f9b4f611a29de870bda39152b2cd8276a7ad3 height=292356 reg-txid=37b95f6e7d5a80a930e22076bd20144600d02f547da353e171f646842dcaf38a server_ip=154.12.235.41
[Sep 18 10:28:49.856]  INFO app: ticket already exists act-txid=14c22bd7f12d5416ee66da5d2f1f9b4f611a29de870bda39152b2cd8276a7ad3 reg-txid=37b95f6e7d5a80a930e22076bd20144600d02f547da353e171f646842dcaf38a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:49.856]  INFO app: Found sense activation ticket height=292356 server_ip=154.12.235.41 txid=e63dfeb8a081f5eb01dbaba01f24e39c1f427cd8d5a555f385d5f19cd760e12b
[Sep 18 10:28:49.859]  INFO app: Found valid sense activation ticket act-txid=e63dfeb8a081f5eb01dbaba01f24e39c1f427cd8d5a555f385d5f19cd760e12b height=292356 reg-txid=2961c23fa53c6d1f03db759f4182b4af896d8cec1bc4cdd273bfcad7282870a4 server_ip=154.12.235.41
[Sep 18 10:28:49.864]  INFO app: ticket already exists act-txid=e63dfeb8a081f5eb01dbaba01f24e39c1f427cd8d5a555f385d5f19cd760e12b reg-txid=2961c23fa53c6d1f03db759f4182b4af896d8cec1bc4cdd273bfcad7282870a4 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:49.864]  INFO app: Found sense activation ticket height=292357 server_ip=154.12.235.41 txid=7c7725d0ed9e663c159117fb2108362ddc06143081667d6d22d764663de7f78e
[Sep 18 10:28:49.866]  INFO app: Found valid sense activation ticket act-txid=7c7725d0ed9e663c159117fb2108362ddc06143081667d6d22d764663de7f78e height=292357 reg-txid=4a99ca9e2812c24ed63a5a75b9c4853a389b8b8c95263ff5f3a772a7ed2c590a server_ip=154.12.235.41
[Sep 18 10:28:49.870]  INFO app: ticket already exists act-txid=7c7725d0ed9e663c159117fb2108362ddc06143081667d6d22d764663de7f78e reg-txid=4a99ca9e2812c24ed63a5a75b9c4853a389b8b8c95263ff5f3a772a7ed2c590a server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:49.870]  INFO app: Found sense activation ticket height=292465 server_ip=154.12.235.41 txid=d23a60016fe4e995353a26db7c2327e212e5885ef3120930002962b9e3393952
[Sep 18 10:28:49.872]  INFO app: Found sense activation ticket height=292565 server_ip=154.12.235.41 txid=ae10019ce4ce596810f555007b29d1ffccca60262d88c26d02382d3a91bab8e1
[Sep 18 10:28:49.877]  INFO app: Found sense activation ticket height=292565 server_ip=154.12.235.41 txid=b1e6aa4461e2bc8ef6dee9820f52017f0d9754a9855dfb41f50e84ceb283fc77
[Sep 18 10:28:49.880]  INFO app: Found sense activation ticket height=292565 server_ip=154.12.235.41 txid=042049e3455f791f9aab5883f61f829f66d7db07ffe2c60477a77c6fd751f1ff
[Sep 18 10:28:49.882]  INFO app: Found sense activation ticket height=292566 server_ip=154.12.235.41 txid=050974c5bbef371b5f6f30736a6121dd638cec858c163f02ecb09b203bc4a85d
[Sep 18 10:28:49.883]  INFO app: Found sense activation ticket height=292590 server_ip=154.12.235.41 txid=d3a853ad72df6450028d5e54e6ae91e33aa0e94310056d6350b7df8eb1988a4e
[Sep 18 10:28:49.885]  INFO app: Found sense activation ticket height=292590 server_ip=154.12.235.41 txid=e636ad788bedff8f9b31ebc22b6f19eb3f10a2bf7eb07014fb4c0da94197e679
[Sep 18 10:28:49.888]  INFO app: Found sense activation ticket height=292590 server_ip=154.12.235.41 txid=2c56e981d1966b0a7cabb6b2164a2ef123d3dbba1985aa3e4748e451aa2394bb
[Sep 18 10:28:49.889]  INFO app: Found sense activation ticket height=292590 server_ip=154.12.235.41 txid=ae0cd895f12408bbbb179dd7f05bf758cd514b4a4ae3ed6fd31d539c1349aa27
[Sep 18 10:28:49.891]  INFO app: Found sense activation ticket height=292590 server_ip=154.12.235.41 txid=7c00f07db085c61172f4069d4b476ae15604eeeced293b6317024dd288d3eb51
[Sep 18 10:28:49.894]  INFO app: Found sense activation ticket height=292591 server_ip=154.12.235.41 txid=b986896eb478e2fc0837fceb33603ed4464378814e89407fe1548e3b9a5e8ae0
[Sep 18 10:28:49.896]  INFO app: Found sense activation ticket height=292591 server_ip=154.12.235.41 txid=5a9193819cc2e6c4eebacfcb50245ef25fe1e35dbbe32df48a1d8d9374efdb75
[Sep 18 10:28:49.898]  INFO app: Found sense activation ticket height=292591 server_ip=154.12.235.41 txid=4bef37759f2d3c4aa059649658a5a28d176be8c23b8b5e753cdb70ca2bec85fc
[Sep 18 10:28:49.900]  INFO app: Found sense activation ticket height=292591 server_ip=154.12.235.41 txid=6fb4cd28d1463830907354470d50e1d213b44330a9625b7fa425efa8f689fe9a
[Sep 18 10:28:49.902]  INFO app: Found sense activation ticket height=292591 server_ip=154.12.235.41 txid=4020127e1a20d262a61c47af924c2d6732b68eabddb5d9edb7b8b96a2bf7f2e9
[Sep 18 10:28:49.904]  INFO app: Found sense activation ticket height=292778 server_ip=154.12.235.41 txid=607a8c0918aaac3511075eba8a88251fe00ada52509c7072f3b7ebc9adbb3998
[Sep 18 10:28:49.905]  INFO app: Found valid sense activation ticket act-txid=607a8c0918aaac3511075eba8a88251fe00ada52509c7072f3b7ebc9adbb3998 height=292778 reg-txid=720559bc04f2e739568a12d38aced70885630a5ce6450cefe40fce30d4a046dc server_ip=154.12.235.41
[Sep 18 10:28:49.909]  INFO app: ticket already exists act-txid=607a8c0918aaac3511075eba8a88251fe00ada52509c7072f3b7ebc9adbb3998 reg-txid=720559bc04f2e739568a12d38aced70885630a5ce6450cefe40fce30d4a046dc server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:49.909]  INFO app: Found sense activation ticket height=292824 server_ip=154.12.235.41 txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab
[Sep 18 10:28:49.912]  INFO app: Found valid sense activation ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab height=292824 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41
[Sep 18 10:28:49.988]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:50.448] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:50.448] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7NuJfuAT6nkvP7FcmevYHGABJzsW8U8ZA2GjCT8YuAp2 id=7NuJfuAT6nkvP7FcmevYHGABJzsW8U8ZA2GjCT8YuAp2 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:50.449] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7NuJfuAT6nkvP7FcmevYHGABJzsW8U8ZA2GjCT8YuAp2 id=7NuJfuAT6nkvP7FcmevYHGABJzsW8U8ZA2GjCT8YuAp2 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:50.528]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:51.465] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:51.465] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FvmtihDFvTupUPGPnc8Mp5PjdwvaZKZ1bZCqHx63rTwr id=FvmtihDFvTupUPGPnc8Mp5PjdwvaZKZ1bZCqHx63rTwr reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:51.465] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FvmtihDFvTupUPGPnc8Mp5PjdwvaZKZ1bZCqHx63rTwr id=FvmtihDFvTupUPGPnc8Mp5PjdwvaZKZ1bZCqHx63rTwr reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:51.539]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:52.737] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:52.737] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FZvfg5fuuytDz9pvR7dhoBtYwXKZheeb7GVewnwNbesP id=FZvfg5fuuytDz9pvR7dhoBtYwXKZheeb7GVewnwNbesP reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:52.737] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FZvfg5fuuytDz9pvR7dhoBtYwXKZheeb7GVewnwNbesP id=FZvfg5fuuytDz9pvR7dhoBtYwXKZheeb7GVewnwNbesP reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:52.812]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:53.637] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:53.637] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FXnBnJXav3fy6TjJUaDZoB8E1BLEJpyqUvzXWLZuUvFM id=FXnBnJXav3fy6TjJUaDZoB8E1BLEJpyqUvzXWLZuUvFM reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:53.637] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FXnBnJXav3fy6TjJUaDZoB8E1BLEJpyqUvzXWLZuUvFM id=FXnBnJXav3fy6TjJUaDZoB8E1BLEJpyqUvzXWLZuUvFM reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:53.711]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:54.146] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:54.146] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 5a29V3FbB9GGNYWLYQQqWUdkLgHqbafRmSEvgujm6yDq id=5a29V3FbB9GGNYWLYQQqWUdkLgHqbafRmSEvgujm6yDq reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:54.146] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 5a29V3FbB9GGNYWLYQQqWUdkLgHqbafRmSEvgujm6yDq id=5a29V3FbB9GGNYWLYQQqWUdkLgHqbafRmSEvgujm6yDq reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:54.220]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:54.297]  INFO app: pastel-block service run() has been invoked server_ip=154.12.235.41
[Sep 18 10:28:54.415]  INFO app: cleaned up reg ticket successfully reg_txid=1cc7def1caa0602e1dfa043f7f58098f490c4fb0002e4bdaff7c6357594356cd server_ip=154.12.235.41
[Sep 18 10:28:54.417]  INFO app: cleaning up reg ticket current block=345056 reg-block-height=117814 reg_txid=c19f5a4765618a2249378ef44757c7035375726f950f63d2b62e7d8578599f69 server_ip=154.12.235.41 ticket-height=118980
[Sep 18 10:28:54.441]  INFO app: collection service run() has been invoked server_ip=154.12.235.41
[Sep 18 10:28:54.699] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:54.699] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 5CGPRQBUf8XGYqsUD8sMQTiV87hxmjBtHLBTwSLfbGeg id=5CGPRQBUf8XGYqsUD8sMQTiV87hxmjBtHLBTwSLfbGeg reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:54.699] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 5CGPRQBUf8XGYqsUD8sMQTiV87hxmjBtHLBTwSLfbGeg id=5CGPRQBUf8XGYqsUD8sMQTiV87hxmjBtHLBTwSLfbGeg reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:54.775]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:55.283] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:55.283] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4H8hvbNwGjAYAmNweaT5hkgjxLqpDvXMfciVaqVMmcJ9 id=4H8hvbNwGjAYAmNweaT5hkgjxLqpDvXMfciVaqVMmcJ9 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:55.283] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 4H8hvbNwGjAYAmNweaT5hkgjxLqpDvXMfciVaqVMmcJ9 id=4H8hvbNwGjAYAmNweaT5hkgjxLqpDvXMfciVaqVMmcJ9 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:55.356]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:55.798] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:55.798] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FRWrozrcnPYdpgjCMypPRZB6R1yJw86NQpiKCdgaKxan id=FRWrozrcnPYdpgjCMypPRZB6R1yJw86NQpiKCdgaKxan reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:55.798] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - FRWrozrcnPYdpgjCMypPRZB6R1yJw86NQpiKCdgaKxan id=FRWrozrcnPYdpgjCMypPRZB6R1yJw86NQpiKCdgaKxan reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:55.871]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:56.377] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:56.377] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - kcBbVk3mJLhUjENPAT8rgyiibUTA1ZWDCtWKL2teAHp id=kcBbVk3mJLhUjENPAT8rgyiibUTA1ZWDCtWKL2teAHp reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:56.377] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - kcBbVk3mJLhUjENPAT8rgyiibUTA1ZWDCtWKL2teAHp id=kcBbVk3mJLhUjENPAT8rgyiibUTA1ZWDCtWKL2teAHp reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:56.451]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:56.922] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:56.923] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 2uvysX4hKBHNNXQfDmHJdECyPUpuVWpSKaa4FMXaxUzd id=2uvysX4hKBHNNXQfDmHJdECyPUpuVWpSKaa4FMXaxUzd reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:56.923] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 2uvysX4hKBHNNXQfDmHJdECyPUpuVWpSKaa4FMXaxUzd id=2uvysX4hKBHNNXQfDmHJdECyPUpuVWpSKaa4FMXaxUzd reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:56.997]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:57.476] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:57.476] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - GVKkNLAjEaqEqGqviKddFjptmZvPu82rL2tjuaVkPMB5 id=GVKkNLAjEaqEqGqviKddFjptmZvPu82rL2tjuaVkPMB5 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:57.476] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - GVKkNLAjEaqEqGqviKddFjptmZvPu82rL2tjuaVkPMB5 id=GVKkNLAjEaqEqGqviKddFjptmZvPu82rL2tjuaVkPMB5 reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:57.550]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:58.042] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:58.042] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - BdicwZJhpNY8iD49twWF4EbC2ouLSCJfnjCKBHWpFDHs id=BdicwZJhpNY8iD49twWF4EbC2ouLSCJfnjCKBHWpFDHs reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:58.042] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - BdicwZJhpNY8iD49twWF4EbC2ouLSCJfnjCKBHWpFDHs id=BdicwZJhpNY8iD49twWF4EbC2ouLSCJfnjCKBHWpFDHs reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:58.116]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:58.544] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:58.544] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7yRssxZy3EEY3fc9SsYjN9X7FPP7i9zo4ps6rnkDKP3Q id=7yRssxZy3EEY3fc9SsYjN9X7FPP7i9zo4ps6rnkDKP3Q reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:58.544] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7yRssxZy3EEY3fc9SsYjN9X7FPP7i9zo4ps6rnkDKP3Q id=7yRssxZy3EEY3fc9SsYjN9X7FPP7i9zo4ps6rnkDKP3Q reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:58.619]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:59.055] ERROR app: retrieve err error=rpc error: code = Unknown desc = retrieve; data not found server_ip=154.12.235.41
[Sep 18 10:28:59.055] ERROR app: Failed to get dd and fp file from ticket act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7ACs3vUcJkwEFPLLdK9zYcLTqw4cpdwMvm8F6vDGXiKp id=7ACs3vUcJkwEFPLLdK9zYcLTqw4cpdwMvm8F6vDGXiKp reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:59.055] ERROR app: Could not get the fingerprint for this file hash act-txid=5735236f08d8b3417a6120dc729afafaa1652f1198aba88f6231bef0d62027ab error=Error finding dd and fp file from hash: rpc error: code = Unknown desc = retrieve; data not found - 7ACs3vUcJkwEFPLLdK9zYcLTqw4cpdwMvm8F6vDGXiKp id=7ACs3vUcJkwEFPLLdK9zYcLTqw4cpdwMvm8F6vDGXiKp reg-txid=e6069246bde90778d66ed56f695d02523e18d34adf2ddbda98e6cf65d9212ac2 server_ip=154.12.235.41 type=SENSE
[Sep 18 10:28:59.128]  INFO hermes-grpc-VXTfIXnt: Sending sn retrieve request server_ip=154.12.235.41
[Sep 18 10:28:59.308]  INFO app: Done for waiting synchronization status server_ip=154.12.235.41
[Sep 18 10:28:59.308]  INFO app: pastel block service run() has been invoked server_ip=154.12.235.41
[Sep 18 10:28:59.308]  INFO app: latest block count retrieved from DB db_block_count=345056 server_ip=154.12.235.41
[Sep 18 10:28:59.309]  INFO app: pastel block count has been retrieved pastel_block_count=345056 server_ip=154.12.235.41
[Sep 18 10:28:59.309]  INFO app: no block with new height found to be inserted server_ip=154.12.235.41
[Sep 18 10:28:59.442]  INFO app: Done for waiting synchronization status server_ip=154.12.235.41
[Sep 18 10:28:59.455]  INFO app: nft-collection-act tickets have been retrieved, going to sort on block height server_ip=154.12.235.41
